,Id do vídeo,Título do vídeo,Descrição do vídeo,Quantidade de Likes,Quantidade de Views,Quantidade de comentários,Url da Thumbnail,Hora de publicação do vídeo (ISO 8601),Data de publicação do vídeo
61,cW8VLC9nnTo,Billie Eilish - What Was I Made For? (Official Music Video),"Listen to “What Was I Made For?”, out now: https://BillieEilish.lnk.to/WhatWasIM...

Directed by Billie Eilish

Follow Billie Eilish:
Facebook: https://BillieEilish.lnk.to/Facebook
Instagram: https://BillieEilish.lnk.to/Instagram
Twitter: https://BillieEilish.lnk.to/Twitter
TikTok: https://BillieEilish.lnk.to/TikTok
YouTube:  https://youtube.com/billieeilish  
Email: https://BillieEilish.lnk.to/Subscribe 
Store: https://BillieEilish.lnk.to/Store

Lyrics:
I used to float, now I just fall down
I used to know, but I'm not sure now
What I was made for
What was I made for?

Takin' a drive, I was an ideal
Looked so alive, turns out I'm not real
Just somethin' you paid for
What was I made for?

'Cause I, I
I don't know how to feel
But I wanna try
I don't know how to feel
But someday, I might
Someday, I might

Mm, mm, ah
Mm, mm, mm

When did it end? All the enjoyment
I'm sad again, don't tell my boyfriend
It's not what he's made for
What was I made for?

'Cause I, 'cause I
I don't know how to feel
But I wanna try
I don't know how to feel
But someday, I might
Someday, I might

Think I forgot how to be happy
Somethin' I'm not, but somethin' I can be
Somethin' I wait for
Somethin' I'm made for
Somethin' I'm made for

Music video by Billie Eilish performing What Was I Made For? [From The Motion Picture """"Barbie""""]. © 2023 Darkroom/Interscope Records

http://vevo.ly/KTBAv9",2476371,111078583,68661,https://i.ytimg.com/vi/cW8VLC9nnTo/default.jpg,14:00:10,13/07/2023
62,8UVNT4wvIGY,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],"The official music video for “Somebody That I Used To Know” by Gotye, featuring Kimbra. From the album Making Mirrors. Get the song here: https://gotye.lnk.to/STIUTK
 
Music video by Natasha Pincus
https://starkravingproductions.com.au
 
Official Gotye Store:
https://store.gotye.com
 
Follow Gotye online:
http://www.gotye.com
https://instagram.com/gotye
https://facebook.com/gotye
https://twitter.com/gotye
 
Subscribe to Gotye on YouTube: http://gotye.lnk.to/subscribe

Video credits:
Directed, produced and edited by Natasha Pincus
Body art by Emma Hack
Cinematographer and colourist: Warwick Field
Scenic artist: Howard Clark
Key grip: Rob Hansford
Assistants: Rose Cidoni, Claire Leighton, Rob Murray
Original artwork by Frank De Backer

Music credits:
Produced by Wally De Backer
Mixed by Francois Tetaz, assisted by Wally at Moose Mastering, Richmond, VIC
Bass recorded by Wally in Lucas Taranto's loungeroom, Melbourne, VIC
All other sounds put together by Wally in The Barn, Merricks, VIC

Bass guitar: Lucas Taranto
Lead and backing vocals: Kimbra
Guitar, flutes, percussion and synth samples, lead and backing vocals: Wally

Contains a sample of the recording Seville as performed by Luiz Bonfa. Courtesy of Geffen Records, under license from Universal Music Enterprises.  Used by permission. All rights reserved.  Written by Luiz Bonfa and published by Sasqua Music. Used by permission.

LYRICS

Now and then I think of when we were together
Like when you said you felt so happy you could die
Told myself that you were right for me
But felt so lonely in your company
But that was love and it's an ache I still remember

You can get addicted to a certain kind of sadness
Like resignation to the end
Always the end
So when we found that we could not make sense
Well you said that we would still be friends
But I'll admit that I was glad that it was over

But you didn't have to cut me off
Make out like it never happened
And that we were nothing
And I don't even need your love
But you treat me like a stranger
And that feels so rough
You didn't have to stoop so low
Have your friends collect your records
And then change your number
I guess that I don't need that though
Now you're just somebody that I used to know

Now and then I think of all the times you screwed me over
But had me believing it was always something that I'd done
And I don't wanna live that way
Reading into every word you say
You said that you could let it go 
And I wouldn't catch you hung up on somebody that you used to know...

But you didn't have to cut me off
Make out like it never happened
And that we were nothing
And I don't even need your love
But you treat me like a stranger
And that feels so rough
You didn't have to stoop so low
Have your friends collect your records
And then change your number
I guess that I don't need that though
Now you're just somebody that I used to know

I used to know
That I used to know

Somebody...
*************",15724418,2221903665,813889,https://i.ytimg.com/vi/8UVNT4wvIGY/default.jpg,21:29:29,05/07/2011
63,JNGXkxTYWl4,Heartbeat,"Olie Beckett's original song and debut single, ""Heartbeat,"" is a heartfelt musical creation that leaves a lasting impression, marking Olie Beckett as a talent to watch in the world of music.",38,4031,4,https://i.ytimg.com/vi/JNGXkxTYWl4/default.jpg,02:27:15,31/12/2023
64,SXiSVQZLje8,Ariana Grande ft. Nicki Minaj - Side To Side (Official Video) ft. Nicki Minaj,"Side To Side ft. Nicki Minaj (Official Video)
Listen to 'Dangerous Woman' the album: https://arianagrande.lnk.to/dangerouswoman-albumYD

Best of Ariana Grande https://goo.gl/XmsuFK
Ariana Grande Audio https://goo.gl/af3XcF
Subscribe for more https://goo.gl/Fubqyy

Connect with Ariana:
https://twitter.com/ArianaGrande
http://instagram.com/arianagrande
https://www.facebook.com/arianagrande
http://www.arianagrande.com

Directed by Hannah Lux Davis
Produced by Brandon Bonfiglio
For London Alley 

Lyrics:

I've been here all night (Ariana)
I've been here all day (Nicki Minaj)
And boy, got me walkin' side to side
(Let them hoes know)
I'm talkin' to ya
See you standing over there with your body
Feeling like I wanna rock with your body
And we don't gotta think 'bout nothin' ('Bout nothin')
I'm comin' at ya
'Cause I know you got a bad reputation
Doesn't matter, 'cause you give me temptation
And we don't gotta think 'bout nothin' ('Bout nothin')
These friends keep talkin' way too much
Say I should give you up
Can't hear them no, 'cause I
I've been here all night
I've been here all day
And boy, got me walkin' side to side
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)
Been tryna hide it
Baby what's it gonna hurt if they don't know?
Makin' everybody think that we solo
Just as long as you know you got me (You got me)
And boy I got ya
'Cause tonight I'm making deals with the devil
And I know it's gonna get me in trouble
Just as long as you know you got me
These friends keep talkin' way too much
Say I should give you up
Can't hear them no, 'cause
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)
I've been here all night
(Been here all night, baby)
I've been here all day
(Been here all day, baby)
And boy, got me walkin' side to side (Side to side)
This the new style with the fresh type of flow
Wrist icicle, ride dick bicycle
Come true yo, get you this type of blow
If you wanna menage I got a tricycle
All these bitches, flows is my mini-me
Body smoking, so they call me young Nicki chimney
Rappers in they feelings cause they feelin' me
Uh, I-I give zero fucks and I got zero chill in me
Kissing me, copped the blue box that say Tiffany
Curry with the shot, just tell 'em to call me Stephanie
Gun pop and I make my gum pop
I'm the queen of rap, young Ariana run pop
These friends keep talkin' way too much
Say I should give him up
Can't hear them no, 'cause I
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)
I've been here all night
(Been here all night baby)
I've been here all day
(Been here all day baby)
Boy, got me walkin' side to side (Side to side)
This the new style with the fresh type of flow
Wrist icicle, ride dick bicycle
Come true yo, get you this type of blow
If you wanna menage I got a tricycle

Music video by Ariana Grande performing Side To Side ft. Nicki Minaj. © 2016 Republic Records, a division of UMG Recordings, Inc.

#DangerousWoman #ArianaGrande #NickiMinaj #SideToSide",12201474,2191614253,526595,https://i.ytimg.com/vi/SXiSVQZLje8/default.jpg,03:00:00,30/08/2016
65,t4H_Zoh7G5A,Jennifer Lopez - On The Floor ft. Pitbull,"Music video by Jennifer Lopez performing On The Floor feat. Pitbull. © 2011 Island Records
#VEVOCertified on April 15, 2012. http://www.vevo.com/certified http://www.youtube.com/vevocertified",9679903,2271403228,457891,https://i.ytimg.com/vi/t4H_Zoh7G5A/default.jpg,01:40:06,04/03/2011
66,gRxuXgi9F3o,SMITH - RUN (Official Visualizer),"STREAM RUN - https://ffm.to/smith-run

Instagram: https://www.instagram.com/smithsmithmusic

Grammy nominated artist/writer/producer SMITH is back with RUN a new alt/pop smash that builds on her recent radio and viral success and just hit the Mediabase/Billboard Top 40/CHR Charts at #38.  

With over 150 million streams worldwide and a Grammy nomination for Jack Harlow’s album “Come Home The Kids Miss You”, SMITH’s last release ""Lemon"" charted at Top 40, Hot AC, Rhythmic and Alternative Radio making her the first woman since Billie Eilish in 2019 to chart at all 4 genres and was a TikTok Viral sensation with over 150 million impressions and led to her being named a TikTok emerging artist. 

Despite all the success, SMITH has NEVER revealed her face or her identity.  SMITH says, “The simple truth is, I hate seeing myself.  I don’t know why, not exactly.  Maybe it’s a disorder of some kind.  Maybe it’s society and what I’m told a woman is to look like.  Maybe it’s that it feels a little vain to me.  Maybe it’s that I’m too vein.  Maybe it’s a fear of people.  Maybe image is a game I’m not equipped to play or keep up with.  Maybe I’m afraid it’ll take something from the art vs. add to it.  Maybe it’s my past.  Maybe it’s my programming.  Maybe I’m messed up and tomorrow it’ll all be different.  It’s hard to know what might happen.  Hopefully I won’t be this afraid forever.  I just do what I can.  The most important thing is the music.  I live in service of the songs.",0,20834,6,https://i.ytimg.com/vi/gRxuXgi9F3o/default.jpg,16:45:42,18/02/2024
67,hLQl3WQQoQ0,Adele - Someone Like You (Official Music Video),"Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM
Pre-order Adele's new album ""30"" before its release on November 19:  https://www.adele.com
Shop the ""Adele"" collection here: http://shop.adele.com

Buy/Listen 25: http://smarturl.it/25Album?IQid=yt Buy/Listen 21: http://smarturl.it/Adele21Album?IQid=yt Buy/Listen 19: http://smarturl.it/19Album?IQid=yt    Follow Adele on: Facebook - http://facebook.com/adele Twitter - http://twitter.com/adele Instagram - http://instagram.com/adele Subscribe to the Adele VEVO Channel - http://smarturl.it/SubscribeAdele?IQid=yt   Visit - www.adele.com",10502322,2156033718,361947,https://i.ytimg.com/vi/hLQl3WQQoQ0/default.jpg,23:56:00,29/09/2011
68,tt2k8PGm-TI,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,"ZAYN's ""Dusk Till Dawn"" ft. Sia on iTunes: http://smarturl.it/ZDTD/itunes?IQid=yt
Stream/Add on Spotify: http://smarturl.it/ZDTD/spotify?IQid=yt
Get it on Amazon Music: http://smarturl.it/ZDTD/amazon?IQid=yt
Stream on Apple Music: http://smarturl.it/ZDTD/applemusic?IQid=yt
Get it on Google Play: http://smarturl.it/ZDTD/googleplay?IQid=yt
Stream on Deezer: http://smarturl.it/ZDTD/deezer?IQid=yt
 
Follow ZAYN -
Facebook: http://www.facebook.com/ZAYN
Twitter: https://twitter.com/zaynmalik
Instagram: http://www.instagram.com/ZAYN
Snapchat: https://www.snapchat.com/add/ZAYN
YouTube Subscribe: http://smarturl.it/ZAYNxVEVO
Spotify: http://smarturl.it/ZAYNSpotify
Site: http://www.inZAYN.com",14940291,2101203728,411574,https://i.ytimg.com/vi/tt2k8PGm-TI/default.jpg,12:00:09,07/09/2017
69,FP0OLPPeEmw,AJ Mitchell - Foolish (Official Music Video),"AJ Mitchell - Foolish (Official Music Video)

""Foolish"" available at: https://AjMitchell.lnk.to/Foolish
Subscribe to AJ on YouTube: https://AjMitchell.lnk.to/YTsubscribe

i shoulda known by now
so i’ll hold the blame
i walked in expecting
that id walk out just the same
and when i look back
moments that we made
they were more than beautiful
if only i could change

am i foolish for thinking
that i could run right through the fire
and not get burned
i don’t ever learn
if i’m
stupid for thinking
that i could lay right in your arms
and not get hurt
will i ever learn

ahhhh
ahhhh
am i foolish for thinking that i
i wont get burned
ahhhh
am i foolish for thinking that i’ll
aaa aww

just go on my way
like i won’t feel a thing
too bad it don’t work like that
i’ll never be the same
but when i look back
Yesterday was as far as i could go
I should’ve known

am i foolish for thinking
that i could run right through the fire
and not get burned
i don’t ever learn
if i’m
stupid for thinking
that i could lay right in your arms
and not get hurt
will i ever learn

ahhhh
ahhhh
am i foolish for thinking that i
i wont get burned
ahhhh
am i foolish for thinking that i’ll
aaa aww

i won't get burned
you led me right to the fire
and you watched me,
just watched me burn
you led me right to the fire
as you watched me
just watched me burn

am i foolish for thinking that I,
I won't get burned
am i foolish for think that I,
I won't get burned

Follow AJ Mitchell:  
https://instagram.com/ajmitchell 
https://www.tiktok.com/@imajmitchell
https://twitter.com/ajmitchell 
https://www.facebook.com/imajmitchell/

(C) 2024 Epic Records, a division of Sony Music Entertainment. With Vol. I.

#AJMitchell #Foolish",3032,272596,183,https://i.ytimg.com/vi/FP0OLPPeEmw/default.jpg,05:00:07,19/01/2024
70,q0hyYWKXF0Q,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),"New single ""Dreaming"" out now: https://tonesandi.lnk.to/dreaming

2nd single from debut EP 'The Kids Are Coming' out now. 
Available on all music platforms

Watch Tones And I's 'Artist On The Rise' video: https://youtu.be/UkwZILz_EKE

Tones And I - Dance Monkey - https://tonesandi.lnk.to/DanceMonkeyYT

Directed by: Liam Kelly & Nick Kozakis
Director of Photography: Carl Allison
Makeup by: Danielle Ruth
Produced by: Visible Studios
https://www.visiblestudios.com.au/

Don't forget to subscribe to my channel: http://smarturl.it/TonesAndI.YT

Follow: 
https://www.tonesandi.com
https://www.facebook.com/TONESANDI
https://www.instagram.com/tonesandi

Contact Management Worldwide: 
Lemon Tree Music
tonesandi@lemontreemusic.com.au

LYRICS:
They say oh my god I see the way you shine 
Take your hands my dear and place them both in mine
You know you stopped me dead while I was passing by
And now I beg to see you dance just one more time 
Ohhh I 
See you see you seen you every time 
and oh my I, I like you style 
You, you make me make me make me wanna cry 
And now I beg to see you dance just one more time 

So they say 
Dance for me
Dance for me 
Dance for me 
Oh oh oh 
I’ve never seen anybody do the things you do before 
They say
Move for me 
Move for me 
Move for me 
Eh eh eh 
And when you’re done i'll make you do it all again 

I said 
Oh my god I see you walking by 
Take my hands my dear and look me in my eyes
Just like a monkey I’ve been dancing my whole life 
But you just beg to see me dance just one more time 
Ooh I 
See you see you seen you every time
And oh my I, I like your style 
You, you make me make me make me wanna cry 
And now I beg to see you dance just one more time 

So they say 
Dance for me
Dance for me 
Dance for me 
Oh oh oh
I’ve never seen anybody do the things you do before 
They say 
Move for me 
Move for me 
Move for me 
Eh eh eh 
And when you’re done i'll make you do it all again
They say 
Dance for me 
Dance for me 
Dance for me 
Oh oh oh, oh oh oh oh 
I’ve never seen anybody do the things you do before 
They say 
Move for me 
Move for me 
Move for me 
Eh eh eh 
And when you’re done i'll make you do it all again

Oooooo

They say 
Dance for me
Dance for me 
Dance for me 
Oh oh oh
I’ve never seen anybody do the things you do before 
They say 
Move for me 
Move for me 
Move for me 
Eh eh eh 
And when you’re done i'll make you do it all again
They say 
Dance for me 
Dance for me 
Dance for me 
Oh oh oh, oh oh oh oh 
I’ve never seen anybody do the things you do before 
They say 
Move for me 
Move for me 
Move for me 
Eh eh eh 
And when you’re done i'll make you do it all again
All again",15568053,2098216683,380203,https://i.ytimg.com/vi/q0hyYWKXF0Q/default.jpg,22:01:36,24/06/2019
71,pz95u3UVpaM,Camila Cabello - Havana (Vertical Video) ft. Young Thug,"""Havana"" – Spotify Vertical Video 
Video Director: Sam Lecca
Available at Spotify: http://smarturl.it/Havana_Sptfy 

Find Camila Here: 
Twitter: @camila_cabello
IG: @camila_cabello 
Facebook: @97camilacabello 
Website: www.camilacabello.com 
 
#Havana
#HAVANAtheMOVIE
#Camila
#CamilaCabello
 
(C) 2017 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment Category: Music License: Standard YouTube License
 
Category: Music",1007488,146054773,25512,https://i.ytimg.com/vi/pz95u3UVpaM/default.jpg,05:01:00,10/11/2017
72,0HDdjwpPM3Y,"Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj","Get Jessie J + Ariana Grande + Nicki Minaj ""Bang Bang"" now! http://smarturl.it/JSJSweetTalkerdlxDA",11013193,1975732013,273977,https://i.ytimg.com/vi/0HDdjwpPM3Y/default.jpg,01:00:02,26/08/2014
73,OiC1rgCPmUQ,Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video],"Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video]
Download/Stream: https://barbiethealbum.lnk.to/DuaLipaID
Barbie The Album Available Everywhere + Barbie The Movie In Theaters Now!
Download/Stream: https://barbiethealbum.lnk.to/BTA
 
Subscribe to the Dua Lipa channel for all the best and latest official music videos, behind the scenes and live performances. 
https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ?sub_confirmation=1

Follow Dua Lipa:
Instagram:  https://dualipa.co/instagram
Facebook: http://dualipa.co/facebook
TikTok: https://www.tiktok.com/@dualipaofficial
Twitter: http://dualipa.co/twitter
YouTube: https://dualipa.co/youtube

Follow Barbie The Album:
https://www.instagram.com/barbiethealbum/
https://tiktok.com/@barbiethealbum
https://twitter.com/barbiethealbum
https://www.facebook.com/BarbieTheAlbum/
http://www.barbiethealbum.com/

Follow Barbie The Movie: 
https://www.instagram.com/barbiethemovie/
https://tiktok.com/@barbiethemovie
https://twitter.com/barbiethemovie
https://www.facebook.com/BarbieThemovie/

Lyrics: 
Baby you can
Find me under the lights
Diamonds under my eyes
Turn the rhythm up
Don’t you wanna just
Come along for the ride

Oh my outfit so tight
You can see my heart beat tonight
I can take the heat
Baby best believe
That’s the moment I shine

Cuz every romance
Shakes and it bends
Don’t give a damn

When the nights here
I don’t do tears
Baby no chance

I could dance, I could dance, I could dance
Watch me, dance
Dance the night away
My heart could be burning but you won’t see it on my face
Watch me, dance
Dance the night away
I’ll still keep the party running not one hair out of place

Lately I’ve been
Moving close to the edge
Still be looking my best
I stay on the beat
You can count on me
I ain’t missing no steps

Cuz every romance
Shakes and it bends
Don’t give a damn

When the nights here
I don’t do tears
Baby no chance

I could dance, I could dance, I could dance 
Watch me, dance
Dance the night away
My heart could be burning but you won’t see it on my face 
Watch me, dance
Dance the night away
I’ll still keep the party running not one hair out of place

When my heart breaks
You’ll never see it, never see it
When my world shakes
I feel alive, I feel alive
I don’t play safe
Don’t you know about me

I could dance, I could dance, I could dance

Even when the tears are flowing
They’re diamonds on my face
I’ll still keep the party going not one hair out of place
Even when the tears are flowing
They’re diamonds on my face
I’ll still keep the party going not one hair out of place

Watch me, dance
Dance the night away
My heart could be burning but you won’t see it on my face
Watch me, dance
Dance the night away
I’ll still keep the party running not one hair out of place

When my heart breaks
You’ll never see it, never see it
When my world shakes
I feel alive, I feel alive
I don’t play safe
Don’t you know about me

I could dance, I could dance, I could dance

Dance the night

About Dua Lipa:
Born and raised in London to Kosovar-Albanian parents Dua Lipa signed to Warner Records in 2015, releasing her self titled debut in 2017 which featured the hit singles, 'Be The One', 'IDGAF', 'Hotter Than Hell' & her first UK #1 hit 'New Rules'. 

Critical success soon followed as Dua Lipa picked up Brit Awards for 'Best Female Solo Artist' and 'Best British Breakthrough Act' as well as Grammy Awards for 'Best New Artist' and 'Best Dance Recording' for the track 'Electricity' in collaboration with Silk City.

Her second internationally acclaimed studio album 'Future Nostalgia' was released in 2020 and included the hit singles 'Don't Start Now, 'Break My Heart', 'Hallucinate' and 'Levitating', with the remix album 'Club Future Nostalgia' following shortly after featuring guest appearances from 'Blackpink', 'Missy Elliott', 'Madonna' and 'Gwen Stefani'.

#DuaLipa #DanceTheNight #BarbieTheAlbum",1538551,153602805,23409,https://i.ytimg.com/vi/OiC1rgCPmUQ/default.jpg,23:00:09,25/05/2023
